PCDate,PCTime,MERpm,METorque,MEShaftPow,MESFOC_kw,MESFOC_nmile,ShipSpd,ShipSpdToWater,ShipSlip,ShipDraft,ShipHeel,ShipTrim,ShipDraughtBow,ShipDraughtAstern,ShipDraughtMidLft,ShipDraughtMidRgt,WindDir,WindSpd,Latitude,Longitude,windPower
2022/1/1,0:29:15,81.0,789.0,6806.0,182.8270721,76.33871459999997,16.84,16.3,-1.262476802,6.845,-0.18,3.37,5.16,8.53,5.23,5.41,12.0,21.6,30.59 N,123.18 E,456.3645445983644
2022/1/1,0:29:25,82.0,794.0,6826.0,181.6696472,76.07834625,16.84,16.3,-0.027568584,6.7,-0.36,3.52,4.94,8.46,5.24,5.6,9.0,23.4,30.59 N,123.18 E,540.8186277762736
2022/1/1,0:29:35,82.0,780.0,6687.0,185.6077728,76.14473724,16.84,16.3,-0.027568584,6.555,-0.03,3.99,4.56,8.55,5.32,5.35,5.0,22.3,30.59 N,123.18 E,495.3976614140442
2022/1/1,0:29:45,82.0,785.0,6716.0,185.442749,75.94106293,16.84,16.4,-0.641234636,6.825,-0.55,3.01,5.32,8.33,5.17,5.72,12.0,22.5,30.59 N,123.18 E,495.1872228714891
2022/1/1,0:29:58,82.0,794.0,6813.0,180.4457245,74.96199799,16.84,16.4,-0.641234636,6.595,-0.42,3.65,4.77,8.42,5.17,5.59,14.0,22.1,30.59 N,123.18 E,473.90213567045953
2022/1/1,0:30:08,82.0,775.0,6623.0,185.5817871,74.94561768,16.84,16.4,-0.641234636,6.54,-0.38,4.02,4.53,8.55,5.1,5.48,15.0,21.1,30.59 N,123.18 E,430.0398371221562
2022/1/1,0:30:18,81.0,775.0,6651.0,184.703949,74.90646362,16.84,16.4,-1.883718967,6.945,-0.1,3.11,5.39,8.5,5.11,5.21,23.0,21.3,30.59 N,123.18 E,417.62384696283766
2022/1/1,0:30:30,82.0,790.0,6853.0,178.6543579,74.65355682,16.84,16.4,-0.641234636,6.19,0.34,4.78,3.8,8.58,5.24,4.9,12.0,19.4,30.59 N,123.18 E,368.1356310121752
2022/1/1,0:30:40,82.0,776.0,6585.0,185.9998474,74.68347168,16.84,16.4,-1.883718967,7.165,0.0,2.19,6.07,8.26,5.31,5.31,19.0,19.4,30.59 N,123.18 E,355.8553711125588
2022/1/1,0:30:50,82.0,796.0,6808.0,182.2701416,75.66433716,16.84,16.4,-0.641234636,6.965,-0.61,2.85,5.54,8.39,4.95,5.56,9.0,19.4,30.59 N,123.18 E,371.726383866386
2022/1/1,0:31:02,82.0,797.0,6816.0,182.7400818,75.94856262,16.84,16.4,-0.641234636,6.66,0.0,3.56,4.88,8.44,5.33,5.33,14.0,23.0,30.59 N,123.18 E,513.2864392000022
2022/1/1,0:31:12,82.0,804.0,6896.0,181.0884399,76.14547729,16.84,16.4,-0.641234636,6.63,-0.92,3.76,4.75,8.51,4.79,5.71,14.0,22.1,30.59 N,123.18 E,473.90213567045953
2022/1/1,0:31:23,82.0,798.0,6880.0,180.8716125,75.87784576,16.84,16.4,-0.641234636,6.685,-0.66,3.63,4.87,8.5,5.16,5.82,12.0,22.9,30.59 N,123.18 E,512.950383300815
2022/1/1,0:31:33,82.0,801.0,6890.0,184.2987671,76.50646973,16.84,16.4,-1.883718967,6.705,-0.16,3.55,4.72,8.5,4.95,5.64,15.0,21.5,30.59 N,123.18 E,446.4992132021217
2022/1/1,0:31:45,82.0,784.0,6712.0,185.9118347,75.62667847,16.646,16.5,-2.5049612519999997,6.715,-0.56,3.25,5.09,8.34,5.07,5.63,14.0,20.8,31.02 N,123.18 E,419.7887430160472
2022/1/1,0:31:55,82.0,797.0,6841.0,182.1729126,75.52999115,16.671,16.5,-1.254900694,6.73,-0.13,3.42,5.02,8.44,5.17,5.3,18.0,21.2,31.02 N,123.18 E,427.4428406836939
2022/1/1,0:32:05,82.0,784.0,6689.0,185.8137665,75.32777405,16.679000000000002,16.5,-1.254900694,6.945,-1.0,2.97,5.46,8.43,5.09,6.09,11.0,20.7,31.02 N,123.18 E,420.6174318354895
2022/1/1,0:32:17,81.0,787.0,6782.0,181.6313934,74.65600586,16.679000000000002,16.5,-2.5049612519999997,6.795,-0.2,3.15,5.22,8.37,5.19,5.39,16.0,20.1,31.02 N,123.18 E,388.35933777604026
2022/1/1,0:32:27,82.0,782.0,6694.0,183.706604,74.52921295,16.632,16.5,-1.254900694,6.415,-0.13,4.41,4.21,8.62,5.24,5.37,14.0,19.8,31.02 N,123.18 E,380.3947365292417
2022/1/1,0:32:38,81.0,786.0,6745.0,183.9829254,75.66858673,16.615,16.4,-1.883718967,6.705,-0.32,3.23,5.09,8.32,5.2,5.52,15.0,20.3,31.02 N,123.18 E,398.0483737554622
2022/1/1,0:32:50,82.0,790.0,6785.0,182.1580811,75.36235809,16.615,16.4,-0.641234636,6.675,-0.71,3.43,4.96,8.39,4.83,5.54,18.0,20.1,31.02 N,123.18 E,384.236343148405
2022/1/1,0:33:00,82.0,777.0,6630.0,186.1825409,75.2677002,16.615,16.4,-0.641234636,7.095,-0.92,2.61,5.79,8.4,4.76,5.68,23.0,21.7,31.02 N,123.18 E,433.4565304422196
2022/1/1,0:33:10,82.0,784.0,6674.0,186.6707153,75.96587372,16.615,16.4,-0.641234636,6.67,-0.95,3.58,4.88,8.46,5.07,6.02,33.0,23.4,31.02 N,123.18 E,459.2224561841964
2022/1/1,0:33:20,81.0,789.0,6758.0,183.7309418,75.71059418,16.615,16.4,-1.883718967,6.78,-0.35,3.42,5.07,8.49,4.98,5.33,28.0,23.0,31.02 N,123.18 E,467.07927662237233
2022/1/1,0:33:32,82.0,794.0,6797.0,185.0946198,76.71269226,16.615,16.4,-0.641234636,6.675,-0.25,3.65,4.85,8.5,5.28,5.53,28.0,21.9,31.02 N,123.18 E,423.47049501106994
2022/1/1,0:33:42,81.0,803.0,6930.0,180.6194763,76.32274628,16.615,16.4,-1.883718967,6.835,-0.74,3.09,5.29,8.38,4.96,5.7,32.0,20.8,31.02 N,123.18 E,366.8995283211162
2022/1/1,0:33:53,81.0,795.0,6874.0,180.7235107,75.74960327,16.615,16.4,-1.883718967,6.71,-0.36,3.46,4.98,8.44,5.08,5.44,26.0,20.4,31.02 N,123.18 E,374.0421303078613
2022/1/1,0:34:05,81.0,780.0,6666.0,187.1051178,75.59046173,16.627,16.5,-2.5049612519999997,6.64,-0.51,3.5,4.89,8.39,4.98,5.49,33.0,21.4,31.02 N,123.17 E,384.0775732962864
2022/1/1,0:34:15,82.0,790.0,6779.0,183.9852753,75.59007263,16.68,16.5,-1.254900694,6.53,0.05,3.86,4.6,8.46,5.21,5.16,25.0,20.9,31.02 N,123.17 E,395.88430445547897
2022/1/1,0:34:25,82.0,788.0,6719.0,185.3998413,75.49706268,16.660999999999998,16.5,-2.5049612519999997,6.595,-0.16,3.73,4.73,8.46,5.16,5.32,22.0,21.7,31.02 N,123.17 E,436.6016052769545
2022/1/1,0:34:37,82.0,782.0,6708.0,185.22142030000003,75.30092621,16.660999999999998,16.5,-2.5049612519999997,6.58,-0.35,3.7,4.69,8.47,4.97,5.27,21.0,21.6,31.02 N,123.17 E,435.5712837865345
2022/1/1,0:34:47,82.0,786.0,6739.0,183.1164093,74.78918457,16.660999999999998,16.5,-1.254900694,6.775,-0.47,3.53,5.01,8.54,5.02,5.49,23.0,20.3,31.02 N,123.17 E,379.3308450592162
2022/1/1,0:34:57,81.0,778.0,6699.0,181.24243159999995,73.58442688,16.660999999999998,16.5,-2.5049612519999997,6.385,0.16,4.09,4.34,8.43,5.16,5.0,29.0,19.3,31.02 N,123.17 E,325.7870947123535
2022/1/1,0:35:09,81.0,786.0,6727.0,184.4236603,75.18896484,16.660999999999998,16.5,-1.254900694,6.635,-1.03,3.59,5.03,8.46,5.34,5.82,23.0,19.7,31.02 N,123.17 E,357.23872857635763
2022/1/1,0:35:19,81.0,788.0,6730.0,183.8664246,74.99521637,16.660999999999998,16.5,-2.5049612519999997,6.685,0.16,3.27,5.05,8.32,5.24,5.08,23.0,23.0,31.02 N,123.17 E,486.94706747634103
2022/1/1,0:35:30,82.0,774.0,6645.0,185.2342834,74.59889984,16.660999999999998,16.5,-1.254900694,6.755,-0.91,3.33,5.09,8.42,4.69,5.6,30.0,23.0,31.02 N,123.17 E,458.12743860196815
2022/1/1,0:35:40,82.0,778.0,6678.0,183.8848572,74.42321777,16.660999999999998,16.5,-1.254900694,6.665,-0.09,3.73,4.8,8.53,5.24,5.33,28.0,21.8,31.02 N,123.17 E,419.6120140302765
